Company_Name,HeadQuarter,What_it_does,Investor,funding_year,Amount,Stage,Sector
Wicked Ride Adventure Services Private Limited,Bengaluru,Peer-to-Peer motor vehicles sharing,Undisclosed,2018,10000000.0,Venture - Series Unknown,Transportation and Mobility
Career Anna,Bengaluru,India's Go to Career Commerce Portal,Undisclosed,2018,600000.0,Seed Round,Commercial
ERUDITUS Executive Education,Mumbai,"Eruditus, promoted by Alumni of INSEAD and other top business schools, delivers high quality executive education programmes",Undisclosed,2018,40000000.0,Series C,Education
Gaia Smart Cities,Mumbai,Gaia Smart Cities is an early leader in the rapidly-emerging Internet of Things (IoT) marketplace.,Undisclosed,2018,0.0,Seed Round,Technology
Square Off,Mumbai,Delivering Imagination,Undisclosed,2018,1100000.0,Seed Round,Technology
UrbanClap,Delhi,UrbanClap is India's leading managed marketplace for home services.,Undisclosed,2018,50000000.0,Series D,Apps
Hospals,New Delhi,Hospals is a medical tourism company.,Undisclosed,2018,1500000.0,Seed Round,Healthcare and Wellness
Kogta Financial India Limited,Jaipur,Kogta Financial (India) Ltd is a retail-focused non banking financial company .,Undisclosed,2018,23100000.0,Series B,Financial Services
Perspectico,New Delhi,An Education Management startup.,Undisclosed,2018,0.0,Seed Round,Healthcare and Wellness
The Souled Store,Mumbai,"The Souled Store bring to you awesome t-shirts, framed prints, badges, notebooks, coasters.",Undisclosed,2018,3000000.0,Venture - Series Unknown,Consumer Goods
Hush - Speak Up. Make Work Better,Bengaluru,Enabling diversity of opinions in organizations,Undisclosed,2018,675000.0,Seed Round,Technology
Drivezy,Bengaluru,Drivezy is India's largest vehicle sharing platform which helps people turn their vehicles into earning members of their family.,Undisclosed,2018,100000000.0,Debt Financing,Transportation and Mobility
Freyr Energy,Hyderabad,"Freyr Energy is a company that provides full service solar provider based in Hyderabad, India.",Undisclosed,2018,1500000.0,Series A,Energy and Environment
NIRAMAI Health Analytix,Bengaluru,NIRAMAI has developed a novel breast cancer screening solution that uses Thermalytix.,Undisclosed,2018,6000000.0,Seed Round,Healthcare and Wellness
CloudSek,Bengaluru,Cloudsek is an Infosec Risk assessment company which provides intelligence needed to tackle online threats.,Undisclosed,2018,2100000.0,Seed Round,Technology
Lendbox,Delhi,Lendbox is India's leading peer-to-peer lending online lending platform.,Undisclosed,2018,900000.0,Seed Round,Finance and FinTech
Verloop,Bengaluru,Verloop is an automated customer support and engagement platform.,Undisclosed,2018,3000000.0,Series A,Professional Services
Flickstree,Mumbai,"Flickstree is a smart video content aggregator, powered by Artificial Intelligence.",Undisclosed,2018,0.0,Seed Round,Marketing and Advertising
Paymatrix,Hyderabad,India's Leading Property Rent management platform,Undisclosed,2018,100000.0,Seed Round,Finance and FinTech
Idha Skin Clinic,Bangalore City,Idha skin clinic jayanagar is dedicated to restore health and natural beauty to your skin.,Undisclosed,2018,75000.0,Seed Round,Cosmetics
InCred,Mumbai,InCred Finance is a mumbai-based non-banking financial company,Undisclosed,2018,41900000.0,Private Equity,Finance and FinTech
Vedantu,Bengaluru,Vedantu provides personalized LIVE Online Tutoring. Vedantu aims to democratize teaching by creating a marketplace of Teachers,Undisclosed,2018,11000000.0,Series B,Education
Sportido,Noida,Sportido is a sports discovery app that helps you find people and places to play 700+ sports around you.,Undisclosed,2018,0.0,Seed Round,Media and Entertainment
Stelis Biopharma,Bengaluru,Stelis Biopharma is a vertically integrated biopharmaceutical company,Undisclosed,2018,100000000.0,Series B,Healthcare and Wellness
Magicpin,Gurgaon,"Magicpin is a platform where users and merchants in a locality discover, interact, and transact.",Undisclosed,2018,21150000.0,Series C,E-Commerce and Retail
Try & Buy,New Delhi,Try & Buy,Undisclosed,2018,0.0,Seed Round,E-Commerce and Retail
Mech Mocha,Bengaluru,Mech Mocha is a mobile gaming startup based in Bangalore working towards ‘Making India Play’ .,Undisclosed,2018,3530000.0,Series B,Media and Entertainment
Aye Finance,Gurgaon,Aye Finance provides financial services to micro and small businesses in Northern India.,Undisclosed,2018,1080000.0,Debt Financing,Finance and FinTech
Aldopay,Chennai,Mobile Wallet Focusing on hassle free checkout via Finger Print & OTP.,Undisclosed,2018,200000.0,Seed Round,Finance and FinTech
Detect Technologies,Chennai,Completely automated remote control system.,Undisclosed,2018,3300000.0,Series A,Artificial Intelligence
Signzy,Bengaluru,Signzy are creating 'building blocks for a Digital Trust system.,Undisclosed,2018,3600000.0,Series A,Technology
CashRich,Mumbai,A Mumbai-based fin-tech startup,Undisclosed,2018,1000000.0,Seed Round,Apps
Cloudnine Hospitals,Bengaluru,Cloudnine is an Indian chain of women and child care hospitals.,Undisclosed,2018,0.0,Private Equity,Healthcare and Wellness
CropIn Technologies,Bengaluru,"To discover, develop and deliver innovative solution in Agtech Space",Undisclosed,2018,8700000.0,Series B,Agriculture and Food
Billdesk,Ahmedabad,"BillDesk, a property of IndiaIdeas.com Ltd. was conceived in early 2000 to solve the frustrations of most of us when it comes to paying",Undisclosed,2018,0.0,Venture - Series Unknown,Finance and FinTech
Yaantra,Delhi,"Yaantra, India’s leading mobile phone repair, refurbished & Unboxed centre In India",Undisclosed,2018,2000000.0,Debt Financing,Information Services
TECHBOOZE,New Delhi,"Techbooze[1] ""AN OPEN FORUM"" is an educational enterprise, headquartered in India working across the country.",Undisclosed,2018,100000.0,Seed Round,Education
HealthifyMe,Bengaluru,HealthifyMe is an application that allows its users to achieve their fitness and weight loss goals from their computers and smartphones.,Undisclosed,2018,6000000.0,Series B,Apps
hoi foods,Gurgaon,India's first hotel dedicated food brand which promises great in room dining experience in budget hotels,Undisclosed,2018,540000.0,Seed Round,Agriculture and Food
Perpule,Bengaluru,Perpule is a self-checkout product for retail outlets to enhance the shopping experience of the customers.,Undisclosed,2018,5100000.0,Series A,Apps
Royal Sundaram General Insurance Co. Limited,Kalpakkam,"Royal Sundaram provides comprehensive insurance plans and innovative insurance solutions to individuals, families and businesses.",Undisclosed,2018,210000000.0,Corporate Round,Finance and FinTech
CleanseCar,Bengaluru,CleanseCar is a company provides Washing and Repair Services.,Undisclosed,2018,525000.0,Angel,Transportation and Mobility
DRIVEU,Bengaluru,DriveU is a convenient and a quick way of getting on demand drivers for consumers and businesses,Undisclosed,2018,1050000.0,Venture - Series Unknown,Real Estate and Construction
Spinny,Gurgaon,Used cars marketplace in India. Ushering new era of transparency and convenience.,Undisclosed,2018,11000000.0,Series A,E-Commerce and Retail
Asset Reconstruction Company (India) Ltd.,Mumbai,Asset Reconstruction Company (India) Ltd. operates as a asset reconstruction company.,Undisclosed,2018,0.0,Secondary Market,Financial Services
Med365 Healthcare,Jaipur,"Wellness, Specialised Testing, Healthcare at Home",Undisclosed,2018,750000.0,Seed Round,Healthcare and Wellness
Dunzo,Bengaluru,Dunzo is an app that connects you with the nearest available delivery partner to pickup or deliver items for you.,Undisclosed,2018,1050000.0,Debt Financing,Professional Services
Mobile Premier League (MPL),Bengaluru,Mobile Premier League(MPL) is a skill based E-Sports platform where you can play your favourite mobile games and win real cash always.,Undisclosed,2018,5000000.0,Series A,Media and Entertainment
WalMart India,Gurgaon,"Wal-Mart India Private Limited is a wholly owned subsidiary of Walmart Stores Inc.,",Undisclosed,2018,37680000.0,Venture - Series Unknown,E-Commerce and Retail
Cred,Bengaluru,Cred is a platform to celebrate and reward the most creditworthy people of India.,Undisclosed,2018,0.0,Seed Round,Financial Services
Meesho,Bengaluru,"Meesho is an online reseller network of housewives and SMBs, who sell products within their network on social channels.",Undisclosed,2018,50000000.0,Series C,E-Commerce and Retail
BhaskarGuru,Bhopal,Bhaskarguru.com is your local search Engine,Undisclosed,2018,1000000.0,Seed Round,Internet
Gugu,Coimbatore,Gugu designs & Sells all Electric Connected Two-wheeler's with Network of Open & Free Fast charging Stations across India.,Undisclosed,2018,250000.0,Seed Round,Technology
FarmTaaza,Bengaluru,Farm Taaza provides expert advice to the farmers on improving the yield and improving the field operations of the farmer.,Undisclosed,2018,0.0,Series A,Agriculture and Food
Vizzbee,Bhopal,Autonomous Drone Solutions for last mile delivery as well as search and rescue,Undisclosed,2018,20000.0,Pre-Seed,Artificial Intelligence
BIGPHI TECHNOLOGIES PVT. LTD.,Bengaluru,BIGPHI technologies is the India's first technologically advanced apparel and wearable company.,Undisclosed,2018,900000.0,Angel,Consumer Goods
Mobycy,Gurgaon,India's 1st Dockless Bicycle Sharing App,Undisclosed,2018,0.0,Angel,Healthcare and Wellness
Em Personal Care,Worli,Em Personal Care is a Cosmetic products manufacturing Company.,Undisclosed,2018,0.0,Seed Round,Cosmetics
Lucideus,New Delhi,"Lucideus is a cybersecurity company that offers its customers with consultancy, training, and solutions to counteract cyber-attacks.",Undisclosed,2018,5000000.0,Venture - Series Unknown,Professional Services
Eupheus Learning,Delhi,Eupheus Learning offers a seamless integrated learning solution for the K-12 market in India.,Undisclosed,2018,0.0,Seed Round,Education
GamingMonk,New Delhi,"GamingMonk is an eSports gaming company based out of New Delhi, India.",Undisclosed,2018,600000.0,Series A,Media and Entertainment
Sukkhi Jewellery,Mumbai,Sukkhi Jewellery is a Contemporary fashion jewellery brand.,Undisclosed,2018,7650000.0,Venture - Series Unknown,Consumer Goods
INDwealth,Gurgaon,INDwealth is an Artificial Intelligence (AI) powered wealth management company,Undisclosed,2018,33000000.0,Seed Round,Financial Services
Medikabazaar,Mumbai,India's largest medical and surgical supplies marketplace,Undisclosed,2018,5000000.0,Series A,B2B
NIRA,Bengaluru,"NIRA promotes financial inclusion by creating simple, transparent products that empower individuals to live a life of choice and freedom.",Undisclosed,2018,1000000.0,Seed Round,Finance and FinTech
Duroflex Pvt. Ltd.,Alleppey,Duroflex Pvt. Ltd. operates as a dominant mattress player.,Undisclosed,2018,22000000.0,Private Equity,E-Commerce and Retail
Clensta,New Delhi,A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,Undisclosed,2018,0.0,Seed Round,Healthcare and Wellness
Jetbrain Robotics,Gurgaon,"Jetbrain Robotics is Hong Kong / Gurgaon based company, building advanced robotic transportation solutions for multi speciality hospitals.",Undisclosed,2018,70000.0,Seed Round,Healthcare and Wellness
Medimetry,Chandigarh,"MediMetry is an online platform where patients can consult specialists doctors online - from anywhere, at anytime.",Undisclosed,2018,0.0,Seed Round,Healthcare and Wellness
Healthkart,Gurgaon,"The one stop shop for health, fitness & beauty.",Undisclosed,2018,10000000.0,Venture - Series Unknown,E-Commerce and Retail
Indiabulls Ventures,Mumbai,Indiabulls Ventures Limited is one of India’s leading capital market companies providing securities and derivative broking services.,Undisclosed,2018,230880000.0,Post-Ipo Equity,Financial Services
Vistara,Chandigarh,Vistara is a joint venture of Tata Sons Limited and Singapore Airlines Limited (SIA),Undisclosed,2018,300000000.0,Private Equity,Technology
ClearTax,New Delhi,ClearTax India helps individuals prepare and e-file their Income Tax Return online.,Undisclosed,2018,60000000.0,Series B,Finance and FinTech
Shuttl,Gurgaon,"Shuttl provides an app-based office shuttle service to make daily commute safe, reliable, affordable and dignified for everyone.",Undisclosed,2018,1000000.0,Debt Financing,Apps
GuruQ,New Delhi,A one of its kind digital integrated platform connecting tutors and students.,Undisclosed,2018,375000.0,Seed Round,Media and Entertainment
Azure Power,New Delhi,"Azure Power produces and distributes solar power to commercial, government, and utility customers in India.",Undisclosed,2018,185000000.0,Post-Ipo Equity,Energy and Environment
Cube,Mumbai,Cube is consumer banking focused fintech company.,Undisclosed,2018,2100000.0,Series A,Finance and FinTech
RAHI Care,Chandigarh,RAHI Care is a Health Care company.,Undisclosed,2018,0.0,Venture - Series Unknown,Healthcare and Wellness
Mynvax,Bengaluru,Mynvax is a biotech Company.,Undisclosed,2018,0.0,Angel,Healthcare and Wellness
Loans4SME,Mumbai,Loans4SME is an alternative lending platform.,Undisclosed,2018,0.0,Seed Round,Financial Services
UpCyclersLab,Mumbai,UpCyclersLab is a startup that makes sustainability-based learning tools for children above the age of five.,Undisclosed,2018,0.0,Seed Round,Apps
Cellerite Systems,Hyderabad,Cellerite Systems is a charging solutions provider for electric vehicles.,Undisclosed,2018,0.0,Seed Round,Transportation and Mobility
Taru Naturals,Mumbai,Taru Naturals is a network that connects farmer communities with clean technology and renewable energy.,Undisclosed,2018,0.0,Seed Round,Agriculture and Food
LetsMD,New Delhi,LetsMD.com is a marketplace for elective surgeries,Undisclosed,2018,1000000.0,Seed Round,Healthcare and Wellness
Twenty Two Motors,Chandigarh,Twenty Two Motors aim of making cutting edge EV technology affordable for the current generation.,Undisclosed,2018,65000000.0,Corporate Round,Transportation and Mobility
Truebil,Mumbai,"Truebil is a team of young, highly motivated professionals who strive to help you buy and sell used cars in the simplest way possible.",Undisclosed,2018,2000000.0,Series A,Transportation and Mobility
