Company_Name,HeadQuarter,What_it_does,Investor,funding_year,Amount($),Stage,Sector
ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,Pune,Digital Marketing Agency,Undisclosed,2018,3000.0,Seed Round,Marketing and Advertising
Scale Labs,New Delhi,Scale Labs is a cross border e-commerce solutions provider that drives global trade for brands.,Undisclosed,2018,1000000.0,Seed Round,E-Commerce and Retail
HungerBox,Bengaluru,HungerBox is a full stack B2B F&B technology company delivering food solutions for the corporates in India.,Undisclosed,2018,4500000.0,Series A,B2B
Biryani By Kilo,Noida,BBK delivers both authentic taste of Hyderabadi and Lucknowi Biryani prepared in individual earthen Handis with the freshest ingredients.,Undisclosed,2018,1000000.0,Seed Round,Agriculture and Food
Wholesome Habits (EAT Anytime),Mumbai,Wholesome Habits (EAT Anytime) is a healthy snacks Company.,Undisclosed,2018,500000.0,Seed Round,Agriculture and Food
GoBumpr,Mylapore,Car Service and Bike Service Mobile App,Undisclosed,2018,600000.0,Seed Round,Transportation and Mobility
Fixpocket,Ahmedabad,Fixpocket is a internet-based startup.,Undisclosed,2018,250000.0,Seed Round,Technology
edureka!,Bengaluru,"Edureka is the fastest growing online learning platform that offers live, instructor-led courses for professionals from various industries.",Undisclosed,2018,2000000.0,Series A,Android
Hashtag Loyalty Private Limited,Mumbai,Hashtag Loyalty is a customer engagement and marketing automation tool for local businesses.,Undisclosed,2018,0.0,Seed Round,Artificial Intelligence
Wow Express,Mumbai,"WOW, as customers react to his studiously taught, trained, polite and courteous nature.",Undisclosed,2018,4500000.0,Series A,Transportation and Mobility
ZunRoof,Gurgaon,ZunRoof is a rooftop focused solar startup.,Undisclosed,2018,249000.0,Angel,Energy and Environment
Eggoz,Indore,Eggoz is a full-stack layer poultry business operator & service provider .,Undisclosed,2018,180000.0,Angel,Agriculture and Food
Sqrrl Fintech,Gurgaon,Personal Finance,Undisclosed,2018,1000000.0,Seed Round,Technology
GalaxyCard,Noida,GalaxyCard is a mobile based Instant credit card.,Undisclosed,2018,0.0,Seed Round,Finance and FinTech
IndiQube,Bengaluru,IndiQube is a provider of co-working spaces based in Bengaluru.,Undisclosed,2018,15000000.0,Series A,Real Estate and Construction
EGK Foods,Mumbai,A food processing enterprise registered with StartUp India .,Undisclosed,2018,300000.0,Seed Round,Agriculture and Food
NirogStreet,Gurgaon,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,Undisclosed,2018,300000.0,Seed Round,Apps
Pixr8,Ghaziabad,Pixr8 is a global media platform dedicated to Start-ups and business organisations for promoting entrepreneurship work.,Undisclosed,2018,50000.0,Seed Round,Media and Entertainment
Nivesh.com,Noida,Nivesh.com is a mass market mutual funds investment platform.,Undisclosed,2018,450000.0,Seed Round,Finance and FinTech
Theranosis Life Sciences,Hyderabad,A fully functioning cell culture facility and molecular biology setup.,Undisclosed,2018,0.0,Seed Round,Healthcare and Wellness
Poshmiles Online Solutions Private Limited,Bengaluru,Poshmiles aims to help point travellers to long weekend trips at popular and undiscovered destinations based on budget & interest.,Undisclosed,2018,0.0,Seed Round,Travel
Reculta,Noida,A campus recruitment solution provider.,Undisclosed,2018,0.0,Seed Round,Education
Orbo.ai,Mumbai,Orbo is a computer vision and deep facial technology company.,Undisclosed,2018,0.0,Seed Round,Internet
Inntot Technologies,Kochi,"Inntot Technologies, is a technology driven company.",Undisclosed,2018,0.0,Seed Round,E-Commerce and Retail
Zoctr Health,Powai,Zoctr Health Network is a first-of-its kind pan-India Home & Telehealth Company,Undisclosed,2018,0.0,Seed Round,Apps
Hey Deedee,Mumbai,Hey Deedee is a Mumbai-based company that provides solutions to parcel delivery problems.,Undisclosed,2018,495000.0,Seed Round,Transportation and Mobility
DigiConnectt Technologys,Bengaluru,A technology company focused on introducing products that will accelerate and enhance sales productivity and effectiveness .,Undisclosed,2018,125000.0,Seed Round,Information Services
Locus.sh,Bengaluru,Locus is an intelligent logistics automation platform.,Undisclosed,2018,4000000.0,Series A,Technology
Sports Flashes Pvt. Ltd,New Delhi,"Sports Flashes operates a sports content app that provides sports news, live scores, fantasy gaming, expert views, trivia, and more.",Undisclosed,2018,1000000.0,Seed Round,Basketball
Inc42,New Delhi,Inc42 is one of the leading tech media publications of India.,Undisclosed,2018,0.0,Seed Round,Media and Entertainment
Picxy,Guntur,"A stock photo startup based in Amravati, Andhra Pradesh.",Undisclosed,2018,130000.0,Seed Round,Internet
Huddle,Chandigarh,A coworking incubator Company.,Undisclosed,2018,300000.0,Seed Round,Professional Services
Benepik,Gurgaon,HR Technology start-up.,Undisclosed,2018,0.0,Seed Round,Human Resources
Cash Suvidha,New Delhi,Cash Suvidha is an Digital Lending Platform that provide working capital finance to SMEs and MSMEs in India.,Undisclosed,2018,1000000.0,Seed Round,Finance and FinTech
Smartcoin,Bengaluru,Providing financial access to the millions of mobile users in India using alternative credit assessment,Undisclosed,2018,2000000.0,Seed Round,Technology
Carmel Organics,Indore,"Carmel Organics is an India-based herb company engaged in sourcing, processing, and distributing herbal tea ingredients.",Undisclosed,2018,0.0,Series A,Agriculture and Food
Roadcast,New Delhi,Transforming the way businesses deliver. Work-force & fleet mobility tools.,Undisclosed,2018,250000.0,Angel,Professional Services
Printline Media(ThePrint),New Delhi,A digital news platform.,Undisclosed,2018,523500.0,Seed Round,Media and Entertainment
Creditas Solutions,Gurgaon,Creditas was set-up in 2015 with an aim to help Financial Institutions find better ways to reach and interact with their customers.,Undisclosed,2018,0.0,Seed Round,Financial Services
UrbanPiper,Bengaluru,UrbanPiper offers restaurants and chains with a suite of products to manage and analyze their online presence.,Undisclosed,2018,0.0,Seed Round,Technology
Doxper,Mumbai,Doxper is Health tech startup which has created a digital pen and coded paper system for doctors to record patient information,Undisclosed,2018,1080000.0,Seed Round,Healthcare and Wellness
i2ifunding,Noida,i2ifunding is an online marketplace that connects borrowers looking for personal loans with investors looking for alternative investments.,Undisclosed,2018,750000.0,Angel,Finance and FinTech
ShakeDeal,Bengaluru,Home of B2B Commerce,Undisclosed,2018,0.0,Seed Round,B2B
HelloVerify,Noida,HelloVerify is an online background check platform.,Undisclosed,2018,0.0,Seed Round,Finance and FinTech
Fasal,Bengaluru,Climate Smart Precision Agriculture Platform,Undisclosed,2018,120000.0,Seed Round,Agriculture and Food
CoinGeto,New Delhi,CoinGeto is one of India’s most advanced digital assets exchange.,Undisclosed,2018,1800000.0,Seed Round,Finance and FinTech
Avail Finance,Bengaluru,Avail is a mobile-first platform aiming to financially include the urban mass of India.,Undisclosed,2018,17200000.0,Series A,Finance and FinTech
Tripeur,Bengaluru,Radical Travel Automation - Cloud Based Corporate Travel & Expense Management Software,Undisclosed,2018,600000.0,Seed Round,Technology
Wedeterna,Bengaluru,"Wedeterna is a new-age, personalised and fresh approach to arranged marriages, DIY matrimonial community with only self created profiles.",Undisclosed,2018,0.0,Angel,Wedding
Stumagz,Hyderabad,Stumagz is about connecting with Stories Stumagz is about collaborating with people Stumagz is about creating a Cult.,Undisclosed,2018,0.0,Seed Round,Media and Entertainment
Doubtnut,Gurgaon,Gurgaon based E-learning platform.,Undisclosed,2018,525000.0,Seed Round,Education
MCaffeine,Mumbai,MCaffeine is India's First Caffeine Infuse Personal Care Brand. It's an extension to the hyperactive lifestyle and individualistic identity.,Undisclosed,2018,480000.0,Seed Round,E-Commerce and Retail
TrustCheckr,Bengaluru,A Bengaluru-based fraud analytics solution provider .,Undisclosed,2018,100000.0,Angel,Technology
HealthAssure,Mumbai,HealthAssure provides access to Discounted & High Quality primary care medical network.,Undisclosed,2018,1000000.0,Seed Round,Healthcare and Wellness
Picture TIme,New Delhi,Operator of low-cost mobile cinema theatres in rural areas.,Undisclosed,2018,3750000.0,Seed Round,Media and Entertainment
1Crowd,Mumbai,Equity crowd funding platform focused on connecting investors with a host of extremely promising Indian start-ups and early stage ventures,Undisclosed,2018,3500000.0,Angel,Finance and FinTech
Aarav Unmanned Systems,Bengaluru,Professional Drones for Enterprise Applications,Undisclosed,2018,0.0,Seed Round,Transportation and Mobility
Wellthy Therapeutics Pvt Ltd,Mumbai,"Wellthy is a digital therapeutics company focused on improving patient health through the intersection of technology, and clinical outcomes.",Undisclosed,2018,2025000.0,Seed Round,Healthcare and Wellness
Nua,Mumbai,Nua is an e-commerce and feminine care brand platform focused on creating women care products.,Undisclosed,2018,0.0,Seed Round,E-Commerce and Retail
Kuvera.in,Bengaluru,An online platform for mutual fund investments.,Undisclosed,2018,250000.0,Angel,Financial Services
Livehealth,Pune,Livehealth is an end-to-end collaborative report management solution. We help you get your medical reports instantly from various health,Undisclosed,2018,1100000.0,Seed Round,Healthcare and Wellness
Gramophone,Indore,An agricultural inputs startup Company.,Undisclosed,2018,1000000.0,Seed Round,Agriculture and Food
Ora,Kolkata,Ora is an online marketplace of unique accommodations. Awarded as among top 3000 startups in India by IIM Kolkata.,Undisclosed,2018,0.0,Seed Round,Travel
Buddy4Study.com,Noida,Buddy4Study is the best scholarship search engine for Indian students. It also helps organizations to set up their own scholarship schemes.,Undisclosed,2018,3000000.0,Series A,Healthcare and Wellness
Predible Health,Bengaluru,Healthcare devices for cancer detection,Undisclosed,2018,0.0,Seed Round,Healthcare and Wellness
Syncremedies Healthcare Pvt Ltd,Bengaluru,"Syncremedies is an Integrated Medicine service that brings together Allopathy, Ayurveda and Homeopathy to treat chronic ailments.",Undisclosed,2018,0.0,Seed Round,Healthcare and Wellness
Blueleaf Cyberspace Systems,Bengaluru,Bluleaf Cyberspace is Cloud Based Software Company.,Undisclosed,2018,0.0,Seed Round,Internet
Toffee,Gurgaon,"Toffee is a bite size, micro-event & contextual insurtech startup which aims to de-jargonise the insurance buying experience.",Undisclosed,2018,1500000.0,Seed Round,Finance and FinTech
ORO Wealth,Mumbai,Online wealth management platform,Undisclosed,2018,1600000.0,Series A,Financial Services
HealWell24,Mumbai,"HealWell24 is India's emerging technology-empowered healthcare company, aiming to bring world-class quality healthcare services anywhere.",Undisclosed,2018,200000.0,Seed Round,Healthcare and Wellness
Acko General Insurance,Mumbai,Acko General Insurance is a digital insurance company in India that redefines insurance for the consumers.,Undisclosed,2018,12000000.0,Series A,Financial Services
arzooo.com,Bengaluru,E-commerce website promising the best price on any product a consumer buys anywhere on the internet.,Undisclosed,2018,225000.0,Seed Round,E-Commerce and Retail
Bonphul Air Products,New Delhi,A clean tech product Company,Undisclosed,2018,300000.0,Angel,Energy and Environment
DheeYantra Research Labs,Bengaluru,"DheeYantra is building a cognitive conversational chatbot platform by name ""dhee.ai"" for vernacular languages",Undisclosed,2018,0.0,Seed Round,Artificial Intelligence
Edyoo,Bengaluru,"Edyoo.com is a technology platform that offers the most intuitive design, flexibility, and ease of use.",Undisclosed,2018,1000000.0,Seed Round,Education
Chtrbox,Mumbai,Chtrbox connects social media influencers with brands .,Undisclosed,2018,150000.0,Angel,Marketing and Advertising
Aashiyaan Housing and Development Finance,Kolkata,Provide housing finance to those in the informal sector enabling the hither to un-served to own a home of their own.,Undisclosed,2018,2025000.0,Seed Round,Financial Services
BetterPlace Safety Solutions Pvt. Ltd.,Bangalore City,"BetterPlace provides businesses with contractor workforce management, including onboarding, training, and background checks.",Undisclosed,2018,3000000.0,Series A,Human Resources
Cashkumar,Bengaluru,A P2P Lending Platform connecting millions of financially under-served & new to credit borrowers with investment savvy lenders in India,Undisclosed,2018,750000.0,Seed Round,Finance and FinTech
Rocketium,Bengaluru,Easy video creation for social media.,Undisclosed,2018,300000.0,Seed Round,Marketing and Advertising
FreightBazaar,Hyderabad,FreightBazaar.com is an online platform that connects Truck suppliers with Truck users.,Undisclosed,2018,0.0,Seed Round,Transportation and Mobility
OPEN,Bengaluru,Open up to a new world of Banking,Undisclosed,2018,0.0,Seed Round,Finance and FinTech
mfine,Bengaluru,Hospital & Health Care Start up,Undisclosed,2018,4200000.0,Series A,Healthcare and Wellness
Earth Food,Pune,Earth Food is a healthy Food Start Up.,Undisclosed,2018,960000.0,Seed Round,Agriculture and Food
Charcoal Eats,Mumbai,Charcoal Eats aims to bring Dominos style standardisation.,Undisclosed,2018,750000.0,Seed Round,Agriculture and Food
Wishfie,Bengaluru,A platform for people to express their opinions in form of short videos around any topic.,Undisclosed,2018,0.0,Seed Round,Apps
The Social Hook,Bengaluru,Fast growing Influencer Marketing platform in India.,Undisclosed,2018,0.0,Seed Round,Marketing and Advertising
